title,imdbid,year,rating,POPULARITY,passed
Florence Foster Jenkins,4136084,2016,3,11.4,True
"Red Pill, The",3686998,2016,3,13.951,True
It&#39;s Only the End of the World,4645368,2016,3,10.948,True
Toni Erdmann,4048272,2016,3,10.807,True
Aquarius,5221584,2016,3,7.862,True
Personal Shopper,4714782,2016,3,12.766,True
A Cure for Wellness,4731136,2016,1,23.727,False
Mr. Right,2091935,2016,2,10.701,False
Marauders,3963816,2016,1,18.357,False
Lion,3741834,2016,2,24.891,False
"Great Wall, The",2034800,2016,0,37.934,False
Christine,4666726,2016,3,10.548,True
Things to come - L&#39;avenir,4120176,2016,1,10.864,False
Little Sister,5434870,2016,3,9.313,True
Underworld: Blood Wars,3717252,2016,2,36.111,False
Other People,4158876,2016,3,7.731,True
"Edge of Seventeen, The",1878870,2016,3,15.311,True
Always Shine,4392770,2016,3,8.69,True
Monster Trucks,3095734,2016,0,29.82,False
"Lost City of Z, The",1212428,2016,1,13.874,False
"Love Witch, The",3908142,2016,3,14.615,True
Miss Sloane,4540710,2016,3,18.154,True
Denial,4645330,2016,3,12.384,True
Queen of Katwe,4341582,2016,3,11.33,True
Below Her Mouth,5073620,2016,3,31.113,True
Live by Night,2361317,2016,1,13.408,False
Free Fire,4158096,2016,0,53.707,False
Raw,4954522,2016,3,19.215,True
"Belko Experiment, The",1082807,2016,3,14.587,True
Colossal,4680182,2016,0,17.358,False
"Girl with All the Gifts, The",4547056,2016,3,31.72,True
War on Everyone,3708886,2016,3,9.162,True
"9th Life of Louis Drax, The",3991412,2016,1,12.507,False
L&#39;et&agrave; d&#39;oro,4322180,2016,1,1.265,False
Keeping Up with the Joneses,2387499,2016,3,23.496,True
I Am the Pretty Thing That Lives in the House,5059406,2016,3,13.318,True
Spidarlings,2262129,2016,3,5.61,True
Monster High: Welcome to Monster High,5898034,2016,3,19.814,True
"Void, The",4255304,2016,3,15.841,True
Una,2315582,2016,2,10.517,False
Almost Christmas,4649416,2016,3,9.43,True
"Darkness, The",1878841,2016,2,13.897,False
Don&#39;t Hang Up,3610746,2016,0,14.042,False
Martyrs,1663655,2016,3,10.379,True
A United Kingdom,3387266,2016,3,12.603,True
Their Finest,1661275,2016,3,10.206,True
My Life as a Zucchini,2321405,2016,3,9.346,True
A Quiet Passion,2392830,2016,3,10.82,True
King of the Dancehall,5918104,2016,2,4.671,False
Petersburg: a selfie,5789664,2016,3,2.029,True
Pet,1183374,2016,2,15.167,False
Prevenge,5154288,2016,3,9.184,True
Patients,5598100,2016,1,6.239,False
"Siege of Jadotville, The",3922798,2016,1,12.452,False
Norman,4191702,2016,1,11.341,False
Office Christmas Party,1711525,2016,3,15.014,True
"Autopsy of Jane Doe, The",3289956,2016,1,26.714,False
A Dark Song,4805316,2016,0,12.644,False
Yoga Hosers,3838992,2016,2,13.168,False
Ne gledaj mi u pijat,5791884,2016,1,3.945,False
Little Door Gods,4788934,2016,3,11.387,True
R&eacute;parer les vivants,5096536,2016,1,6.266,False
Pink,5571734,2016,3,6.342,True
Planetarium,4680196,2016,3,5.507,True
Fai bei sogni,4746506,2016,2,5.097,False
Better Watch Out,4443658,2016,3,17.818,True
Rustom,5165344,2016,3,5.099,True
Nowhere Boys: The Book of Shadows,4836736,2016,3,6.49,True
Our Kind of Traitor,1995390,2016,3,13.219,True
Sensitivity Training,5697078,2016,3,3.39,True
Maudie,3721954,2016,3,10.968,True
"Transfiguration, The",5039088,2016,0,8.272,False
"Midnight Man, The",5629964,2016,3,13.313,True
Tschick,4911940,2016,1,8.218,False
My Big Fat Greek Wedding 2,3760922,2016,3,12.745,True
"Choice, The",3797868,2016,3,21.315,True
"Birth of a Nation, The",4196450,2016,1,11.342,False
"Perfect Match, The",4871980,2016,2,12.202,False
"Brothers Grimsby, The",3381008,2016,1,17.923,False
Koe no katachi,5323662,2016,1,59.843,False
"Angry Birds Movie, The",1985949,2016,1,39.471,False
Ice Age: Collision Course,3416828,2016,3,52.84,True
Blair Witch,1540011,2016,2,22.906,False
Collateral Beauty,4682786,2016,2,18.213,False
Allied,3640424,2016,3,25.928,True
Middle School: The Worst Years of My Life,4981636,2016,3,12.132,True
Meet the Blacks,4191580,2016,3,13.941,True
A Monster Calls,3416532,2016,3,16.051,True
Barbershop: The Next Cut,3628584,2016,3,14.999,True
Dirty Grandpa,1860213,2016,2,37.436,False
Masterminds,2461150,2016,3,14.062,True
Bliss!,1316541,2016,3,1.017,True
Women Who Kill,3973012,2016,3,5.811,True
Friend Request,3352390,2016,3,12.068,True
Courier X,3589968,2016,0,2.157,False
Vier gegen die Bank,5173166,2016,1,6.903,False
Pandemic,3774802,2016,3,30.452,True
Ben-Hur,2638144,2016,1,40.754,False
Nine Lives,4383594,2016,1,11.044,False
Adult Life Skills,4211044,2016,3,6.768,True
Blood Stripe,3838802,2016,1,3.433,False
Don&#39;t Think Twice,4972062,2016,3,8.719,True
Tramps,4991512,2016,1,11.601,False
"Ticket, The",3893280,2016,1,9.801,False
Handsome Devil,5016946,2016,1,10.403,False
Lovesong,4305148,2016,3,10.394,True
Big Fish &amp; Begonia,1920885,2016,3,27.314,True
Yu-Gi-Oh!: The Dark Side of Dimensions,4273562,2016,1,79.217,False
Gantz: O,5923962,2016,1,17.08,False
Sharknado 4: The 4th Awakens,4831420,2016,3,12.36,True
Miss Saigon: 25th Anniversary,6162808,2016,2,5.501,False
I&#39;m Not Ashamed,4950110,2016,3,31.048,True
Batman: Bad Blood,4870838,2016,3,26.324,True
Case Closed: The Darkest Nightmare,4954660,2016,3,5.885,True
Antiporno,5973032,2016,3,8.813,True
Wonder Woman,451279,2017,3,80.768,True
"Bye Bye Man, The",4030600,2017,3,16.99,True
"Coin Heist, The",5740806,2017,3,10.78,True
Alexander IRL,5540622,2017,2,3.701,False
xXx: Return of Xander Cage,1293847,2017,3,48.374,True
Death Race 2050,5493706,2017,3,16.032,True
"LEGO Batman Movie, The",4116284,2017,3,25.717,True
"Space Between Us, The",3922818,2017,3,20.327,True
John Wick: Chapter 2,4425200,2017,1,76.277,False
Fifty Shades Darker,4465564,2017,3,43.465,True
Logan,3315342,2017,3,65.785,True
Table 19,1412528,2017,3,11.589,True
Before I Fall,1691916,2017,3,15.587,True
Kong: Skull Island,3731562,2017,1,68.68,False
Get Out,5052448,2017,3,30.159,True
Beauty and the Beast,2771200,2017,3,60.975,True
Deidra &amp; Laney Rob a Train,4144332,2017,3,7.945,True
Power Rangers,3717490,2017,3,44.97,True
Life,5442430,2017,3,23.976,True
Ghost in the Shell,1219827,2017,3,38.081,True
"Boss Baby, The",3874544,2017,1,36.646,False
Dance Academy: The Movie,5834660,2017,3,7.697,True
Unlocked,1734493,2017,3,19.894,True
I Don&#39;t Feel at Home in This World Anymore,5710514,2017,3,9.147,True
"Fate of the Furious, The",4630562,2017,3,68.926,True
"Discovery, The",5155780,2017,3,16.875,True
Unforgettable,3462710,2017,3,15.11,True
Guardians of the Galaxy Vol. 2,3896198,2017,3,59.76,True
"Circle, The",4287320,2017,3,27.866,True
Alien: Covenant,2316204,2017,3,59.283,True
King Arthur,1972591,2017,1,28.318,False
Pirates of the Caribbean: Dead Men Tell No Tales,1790809,2017,1,46.48,False
Gifted,4481414,2017,3,42.326,True
"Everything, Everything",5001718,2017,3,19.355,True
Snatched,2334871,2017,3,14.781,True
T2 Trainspotting,2763304,2017,3,14.292,True
"Mummy, The",2345759,2017,2,27.214,False
My Cousin Rachel,4411596,2017,3,12.01,True
Megan Leavy,4899370,2017,3,10.888,True
Captain Underpants: The First Epic Movie,2091256,2017,1,33.415,False
Rough Night,4799050,2017,3,21.745,True
Annabelle: Creation,5140878,2017,3,47.764,True
Beatriz at Dinner,5929750,2017,3,9.898,True
"Shack, The",2872518,2017,3,50.065,True
Cars 3,3606752,2017,3,76.563,True
Despicable Me 3,3469046,2017,3,49.265,True
Baby Driver,3890160,2017,1,54.217,False
"Big Sick, The",5462602,2017,3,16.208,True
Spider-Man: Homecoming,2250912,2017,3,98.783,True
Atomic Blonde,2406566,2017,3,38.519,True
"Last Word, The",5023260,2017,3,13.518,True
"Little Hours, The",5666304,2017,3,17.816,True
It Comes at Night,4695012,2017,3,17.254,True
Monster High: Electrified,6536944,2017,3,9.334,True
War for the Planet of the Apes,3450958,2017,1,48.675,False
Okja,3967856,2017,3,27.677,True
Wind River,5362988,2017,3,17.143,True
"Beguiled, The",5592248,2017,3,15.457,True
Wish Upon,5322012,2017,3,18.168,True
Dunkirk,5013056,2017,0,49.868,False
Valerian and the City of a Thousand Planets,2239822,2017,1,52.878,False
Detroit,5390504,2017,2,12.433,False
"Incredible Jessica James, The",5990342,2017,3,9.753,True
Girls Trip,3564472,2017,3,24.161,True
"Dark Tower, The",1648190,2017,1,43.688,False
"Emoji Movie, The",4877122,2017,1,70.698,False
To the bone,5541240,2017,3,13.403,True
"Hitman&#39;s Bodyguard, The",1959563,2017,3,45.035,True
American Made,3532216,2017,1,25.74,False
Logan Lucky,5439796,2017,3,21.337,True
Tulip Fever,491203,2017,3,16.105,True
Naked,6048930,2017,2,23.678,False
Death Note,1241317,2017,0,23.069,False
What Happened to Monday,1536537,2017,3,33.156,True
It,1396484,2017,3,67.477,True
Mother!,5109784,2017,2,24.25,False
"I, Tonya",5580036,2017,3,30.756,True
Ingrid Goes West,5962210,2017,3,12.526,True
Amityville: The Awakening,1935897,2017,3,18.46,True
"Wall, The",4218696,2017,0,23.508,False
Geostorm,1981128,2017,3,62.057,True
"Square, The",4995790,2017,1,11.459,False
"Foreigner, The",1615160,2017,1,28.636,False
Kingsman: The Golden Circle,4649466,2017,1,53.662,False
American Assassin,1961175,2017,3,21.08,True
Happy Death Day,5308322,2017,3,27.565,True
Battle of the Sexes,4622512,2017,3,15.184,True
Band Aid,5816374,2017,3,11.131,True
On Body and Soul,5607714,2017,3,12.527,True
Revenge,6738136,2017,0,29.493,False
Lady Bird,4925292,2017,3,37.625,True
Blade Runner 2049,1856101,2017,3,96.36,True
Gerald&#39;s Game,3748172,2017,3,23.963,True
My Little Pony: The Movie,4131800,2017,3,26.11,True
Good Time,4846232,2017,3,17.597,True
Professor Marston and the Wonder Women,6133130,2017,3,23.541,True
Un beau soleil interieur,6423776,2017,2,7.181,False
Victoria &amp; Abdul,5816682,2017,2,11.68,False
Home Again,5719700,2017,3,21.941,True
Wheelman,5723286,2017,1,21.409,False
Pilgrimage,3531202,2017,0,17.623,False
Only the Brave,3829920,2017,2,27.432,False
"Death of Stalin, The",4686844,2017,1,12.93,False
Thor: Ragnarok,3501632,2017,1,96.494,False
47 Meters Down,2932536,2017,3,18.302,True
Jigsaw,3348730,2017,3,31.779,True
Pokemon the Movie: I Choose You!,6595896,2017,3,20.795,True
"Meyerowitz Stories (new and selected), The",5536736,2017,1,9.199,False
"Florida Project, The",5649144,2017,3,15.756,True
Marshall,5301662,2017,1,12.62,False
Wonder,2543472,2017,3,53.578,True
Justice League,974015,2017,3,99.716,True
6 days,4703048,2017,0,18.631,False
Sand Castle,2582576,2017,0,21.232,False
"Man with the Iron Heart, The",3296908,2017,1,22.783,False
Murder on the Orient Express,3402236,2017,3,26.535,True
Batman vs. Two-Face,6142314,2017,3,18.176,True
Coco,2380307,2017,3,198.355,True
Transformers: The Last Knight,3371366,2017,1,46.714,False
"Nut Job 2: Nutty By Nature, The",3486626,2017,3,29.372,True
Psych: The Movie,6868216,2017,3,15.26,True
"Only Living Boy in New York, The",460890,2017,1,12.731,False
Nogemu noraifu: Zero,5914996,2017,3,37.244,True
A Christmas Prince,7608418,2017,3,13.762,True
El Camino Christmas,3255590,2017,2,9.742,False
Star Wars: The Last Jedi,2527336,2017,3,52.198,True
Molly&#39;s Game,4209788,2017,3,27.17,True
"Babysitter, The",4225622,2017,3,40.826,True
"Disaster Artist, The",3521126,2017,3,17.79,True
"Shape of Water, The",5580390,2017,3,39.381,True
"Three Billboards Outside Ebbing, Missouri",5027774,2017,3,26.961,True
Wonder Wheel,5825380,2017,3,15.01,True
Mudbound,2396589,2017,3,8.775,True
Kidnap,1458169,2017,3,22.706,True
Jumanji: Welcome to the Jungle,2283362,2017,3,56.59,True
Bright,5519340,2017,3,35.008,True
Call Me by Your Name,5726616,2017,3,96.778,True
Wilson,1781058,2017,3,12.028,True
All the Money in the World,5294550,2017,2,13.829,False
Downsizing,1389072,2017,1,24.459,False
Bushwick,4720702,2017,3,14.342,True
Creep 2,3654796,2017,0,14.411,False
"Greatest Showman, The",1485796,2017,3,30.46,True
"Dinner, The",3203620,2017,3,13.843,True
Ver&oacute;nica,5862312,2017,3,15.728,True
Pitch Perfect 3,4765284,2017,3,24.782,True
Descendants 2,5117876,2017,3,33.257,True
A Ghost Story,6265828,2017,1,17.105,False
Sweet Virginia,2582498,2017,3,10.369,True
Mary and The Witch&#39;s Flower,6336356,2017,3,18.439,True
Phantom Thread,5776858,2017,3,22.6,True
Darkest Hour,4555426,2017,2,22.392,False
Paddington 2,4468740,2017,3,34.467,True
Berlin Syndrome,3335606,2017,1,16.164,False
Wolf Warrior 2,7131870,2017,1,24.37,False
La llamada,5176252,2017,3,10.28,True
Hostiles,5478478,2017,3,35.687,True
Daddy&#39;s Home 2,5657846,2017,3,21.419,True
"Roman J. Israel, Esq.",6000478,2017,3,16.86,True
Beach Rats,6303866,2017,3,12.96,True
Mayhem,4348012,2017,3,13.657,True
Ferdinand,3411444,2017,3,59.641,True
Loving Vincent,3262342,2017,1,12.012,False
Mom and Dad,5462326,2017,3,16.274,True
1922,6214928,2017,1,16.956,False
Going In Style,2568862,2017,1,16.561,False
"Killing of a Sacred Deer, The",5715874,2017,3,19.769,True
I Can Speak,7342204,2017,3,5.982,True
Singwa hamgge,7160070,2017,1,38.989,False
Fun Mom Dinner,5829040,2017,3,10.187,True
A Bad Moms Christmas,6359956,2017,3,23.381,True
Thoroughbreds,5649108,2017,3,11.564,True
"Post, The",6294822,2017,3,22.679,True
Thelma,6304046,2017,3,13.367,True
Lucky,5859238,2017,2,12.509,False
You Were Never Really Here,5742374,2017,1,11.794,False
I Kill Giants,4547194,2017,3,29.572,True
My Friend Dahmer,2291540,2017,1,12.899,False
"Ritual, The",5638642,2017,0,24.51,False
"Glass Castle, The",2378507,2017,3,13.04,True
Baywatch,1469304,2017,1,50.929,False
Fist Fight,3401882,2017,3,14.846,True
How to Be a Latin Lover,4795124,2017,2,24.344,False
Flower,2582784,2017,3,17.073,True
You Get Me,5539054,2017,3,19.019,True
A Dog&#39;s Purpose,1753383,2017,1,29.9,False
All Eyez On Me,1666185,2017,1,19.016,False
Sharknado 5: Global Swarming,6298780,2017,3,10.302,True
"Endless, The",3986820,2017,1,13.605,False
"Breadwinner, The",3901826,2017,3,8.997,True
Diary of a Wimpy Kid: The Long Haul,6003368,2017,0,15.32,False
"Escape, The",6069126,2017,3,7.54,True
Djam,6814914,2017,3,1.61,True
First Reformed,6053438,2017,1,12.321,False
God&#39;s Own Country,5635086,2017,0,11.251,False
"Mountain Between Us, The",2226597,2017,3,26.531,True
Borg vs McEnroe,5727282,2017,1,10.02,False
MFKZ,4717402,2017,0,6.52,False
Apostasy,4729896,2017,3,13.118,True
Disobedience,6108178,2017,3,23.88,True
Gemini,5795086,2017,3,6.628,True
Embrasse-moi!,6441072,2017,3,3.827,True
Mark Felt: The Man Who Brought Down the White House,5175450,2017,2,14.064,False
Godard Mon Amour,5687334,2017,1,6.735,False
Ghost Stories,5516328,2017,1,16.212,False
Rings,498381,2017,2,25.773,False
"Wife, The",3750872,2017,3,12.123,True
Gekijoban Fairy Tail: Dragon Cry,6548966,2017,3,53.475,True
Unicorn Store,2338454,2017,3,12.086,True
Jusqu&#39;a la garde (Custody),6002232,2017,3,12.443,True
Shelter,6249434,2017,3,2.598,True
Mary Shelley,3906082,2017,3,22.642,True
Goon: Last of the Enforcers,2417712,2017,2,10.793,False
War Machine,4758646,2017,0,13.079,False
Cold Skin,1034385,2017,0,10.576,False
Burning Sands,5826432,2017,2,14.181,False
Princess Cyd,6053440,2017,3,7.256,True
Tigers Are Not Afraid,4823434,2017,0,9.065,False
OtherLife,4693358,2017,1,12.847,False
Back to Burgundy (Ce que nous lie),5247704,2017,2,10.218,False
Bon Cop Bad Cop 2,4738174,2017,1,7.665,False
Euphoria,5698320,2017,3,13.235,True
"Midwife, The",5348236,2017,3,8.894,True
Sun Dogs,5665452,2017,2,8.372,False
Anna and the Apocalypse,6433880,2017,3,18.892,True
"Lears, The",5651952,2017,3,3.777,True
Lean on Pete,5340300,2017,1,10.699,False
"Cured, The",3463106,2017,3,10.89,True
A Royal Winter,6387232,2017,3,9.496,True
Stephanie,3829378,2017,3,11.929,True
12 feet deep,5143226,2017,3,14.326,True
"Beyond, The",5723416,2017,3,11.513,True
What Did Jack Do?,11644096,2017,0,8.967,False
Novitiate,4513316,2017,3,12.096,True
Landline,5737862,2017,3,9.354,True
"Female Brain, The",5752360,2017,3,8.606,True
Barbie Video Game Hero,6185658,2017,3,20.267,True
Tragedy Girls,3859272,2017,3,13.314,True
Outside In,7260048,2017,3,6.756,True
"Assignment, The",5034474,2017,1,18.973,False
"Bar, The",5121816,2017,3,8.775,True
Open Water 3: Cage Dive,4126568,2017,0,10.43,False
Cult of Chucky,3280262,2017,3,30.746,True
Ocean&#39;s 8,5164214,2018,3,80.716,True
Truth or Dare,6772950,2018,3,30.395,True
Leave No Trace,3892172,2018,3,15.203,True
Pacific Rim: Uprising,2557478,2018,3,58.917,True
Red Sparrow,2873282,2018,3,33.743,True
Hereditary,7784604,2018,3,28.621,True
Maze Runner: The Death Cure,4500922,2018,3,58.4,True
Black Panther,1825683,2018,3,90.108,True
Early Man,4701724,2018,1,20.735,False
Annihilation,2798920,2018,3,81.85,True
Game Night,2704998,2018,3,26.457,True
"Cloverfield Paradox, The",2548396,2018,3,19.845,True
"Love, Simon",5164432,2018,1,35.464,False
Hearts Beat Loud,7158430,2018,3,16.041,True
Z-O-M-B-I-E-S,6878820,2018,3,29.002,True
Isle of Dogs,5104604,2018,3,25.561,True
When We First Met,5783956,2018,2,16.898,False
Tomb Raider,1365519,2018,3,49.077,True
Ready Player One,1677720,2018,3,105.473,True
My Little Pony Equestria Girls: Forgotten Friendship,7869818,2018,3,5.305,True
"Titan, The",4986098,2018,2,26.919,False
Life of the Party,5619332,2018,3,18.932,True
A Quiet Place,6644200,2018,3,84.507,True
En guerre,7555774,2018,1,8.684,False
Avengers: Infinity War,4154756,2018,3,194.476,True
"Guernsey Literary and Potato Peel Pie Society, The",1289403,2018,3,11.42,True
Sorry to Bother You,5688932,2018,1,13.078,False
"Kissing Booth, The",3799232,2018,3,62.707,True
Deadpool 2,5463162,2018,2,91.059,False
Au poste!,7156222,2018,0,8.912,False
Ant-Man and the Wasp,5095030,2018,3,65.176,True
Tully,5610554,2018,3,12.781,True
American Animals,6212478,2018,1,11.487,False
Solo: A Star Wars Story,3778644,2018,2,52.797,False
"Man Who Killed Don Quixote, The",1318517,2018,1,11.445,False
Tag,2854926,2018,3,25.169,True
Incredibles 2,3606756,2018,3,88.18,True
Alex Strangelove,5688996,2018,2,13.165,False
Set It Up,5304992,2018,3,16.183,True
Jurassic World: Fallen Kingdom,4881806,2018,3,97.292,True
Mamma Mia! Here We Go Again,6911608,2018,3,18.696,True
Mission Impossible: Fallout,4912910,2018,1,64.528,False
"First Purge , The",6133466,2018,3,76.235,True
Teen Titans Go! To the Movies,7424200,2018,3,46.38,True
Blindspotting,7242142,2018,1,13.85,False
Eighth Grade,7014006,2018,3,16.468,True
"Spy Who Dumped Me, The",6663582,2018,3,23.171,True
Christopher Robin,4575576,2018,2,25.945,False
I Feel Pretty,6791096,2018,3,24.938,True
BlacKkKlansman,7349662,2018,3,24.278,True
"Meg, The",4779682,2018,3,106.53,True
Crazy Rich Asians,3104988,2018,3,24.023,True
"Darkest Minds, The",4073790,2018,3,58.295,True
Rampage,2231461,2018,3,77.123,True
Le monde est a toi,6892462,2018,2,11.199,False
Patient Zero,3458254,2018,1,13.301,False
To All the Boys I&#39;ve Loved Before,3846674,2018,3,50.384,True
Alpha,4244998,2018,0,60.58,False
6 Balloons,6142496,2018,3,13.587,True
Burning,7282468,2018,0,18.135,False
Sheherazade,8459250,2018,3,11.22,True
"Wild Pear Tree, The",6628102,2018,2,7.501,False
Slender Man,5690360,2018,3,20.283,True
"Predator, The",3829266,2018,1,88.201,False
A Simple Favor,7040874,2018,3,25.549,True
My hero academia: Two heroes,7745068,2018,3,95.231,True
Nappily Ever Aftet,365545,2018,3,10.709,True
Johnny English Strikes Again,6921996,2018,1,26.162,False
"House with a Clock in Its Walls, The",2119543,2018,1,32.794,False
Smallfoot,6182908,2018,3,46.269,True
A Star Is Born,1517451,2018,3,37.808,True
Venom,1270797,2018,1,117.416,False
Red Joan,7615302,2018,3,15.302,True
Blockers,2531344,2018,3,24.369,True
Sierra Burgess Is a Loser,3120280,2018,3,17.404,True
An Elephant Sitting Still (Da xiang xi di er zuo),8020896,2018,0,12.742,False
Apostle,6217306,2018,3,15.126,True
First Man,1213641,2018,3,41.922,True
Halloween,1502407,2018,3,45.401,True
"Girl in the Spider&#39;s Web, The",5177088,2018,3,20.286,True
A Wrinkle in Time,1620680,2018,3,27.747,True
Mandy,6998518,2018,3,28.308,True
Bohemian Rhapsody,1727824,2018,2,49.731,False
Suspiria,1034415,2018,3,21.273,True
Searching,7668870,2018,1,37.986,False
En liberte!,7534068,2018,2,9.858,False
Book Club,6857166,2018,3,12.418,True
Jefe,7527538,2018,2,6.412,False
Spider-Man : Into the Spider-Verse,4633694,2018,1,132.429,False
Fantastic Beasts: The Crimes of Grindelwald,4123430,2018,2,55.874,False
Can You Ever Forgive Me?,4595882,2018,3,13.541,True
Please Stand By,4652650,2018,3,8.73,True
"Favourite, The",5083738,2018,3,23.272,True
Widows,4218572,2018,3,24.611,True
Ralph Breaks the Internet,5848272,2018,3,135.61,True
Hold the Dark,5057140,2018,1,13.462,False
Aquaman,1477834,2018,3,83.605,True
"Ballad of Buster Scruggs, The",6412452,2018,1,19.36,False
"Hate U Give, The",5580266,2018,3,17.461,True
Mid90s,5613484,2018,1,13.64,False
Dog Days,7365604,2018,3,11.095,True
Green Book,6966692,2018,1,27.539,False
Dumplin&#39;,4878482,2018,3,16.528,True
Creed II,6343314,2018,3,76.957,True
Wildling,5085924,2018,3,15.277,True
Colette,5437928,2018,3,16.554,True
Roma,6155172,2018,3,19.113,True
Mortal Engines,1571234,2018,3,60.385,True
Mary Queen of Scots,2328900,2018,3,18.363,True
Bird Box,2737304,2018,3,35.396,True
Mary Poppins Returns,5028340,2018,3,59.988,True
Vice,6266538,2018,2,23.652,False
"Old Man &amp; the Gun, The",2837574,2018,1,11.108,False
Free Solo,7775622,2018,1,23.756,False
Overboard,1563742,2018,3,34.951,True
Bumblebee,4701182,2018,3,65.204,True
On the Basis of Sex,4669788,2018,3,17.888,True
If Beale Street Could Talk,7125860,2018,3,13.539,True
Cold War,6543652,2018,3,16.463,True
Ben Is Back,7545524,2018,3,11.321,True
"Miseducation of Cameron Post, The",6257174,2018,3,16.207,True
Dude,3458510,2018,3,16.038,True
Shoplifters,8075192,2018,3,14.472,True
Andid edlilega (And Breathe Normally),6776106,2018,3,7.888,True
"Sisters Brothers, The",4971344,2018,1,13.004,False
Stan &amp; Ollie,3385524,2018,3,11.295,True
"Mule, The",7959026,2018,2,25.499,False
First Match,6061074,2018,3,9.922,True
Cam,8361028,2018,3,15.795,True
Dead in a Week: Or Your Money Back,3525168,2018,1,9.855,False
"Nutcracker and the Four Realms, The",5523010,2018,3,49.919,True
A private war,2368254,2018,1,19.42,False
"Miracle Season, The",5427194,2018,3,18.26,True
Assassination Nation,6205872,2018,3,17.719,True
Greta,2639336,2018,3,47.577,True
La chute de l&#39;empire americain,7231342,2018,1,5.647,False
Instant Family,7401588,2018,3,26.965,True
Vox Lux,5960374,2018,3,14.669,True
Quien te cantara,6485304,2018,3,6.94,True
Robin Hood,4532826,2018,1,42.749,False
Don&#39;t Leave Home,6842126,2018,3,17.368,True
Bullitt County,6140148,2018,3,4.765,True
Destination Wedding,6987770,2018,0,20.391,False
"Death and Life of John F. Donovan, The",4042818,2018,2,10.981,False
Destroyer,7137380,2018,3,12.836,True
Tito e os Passaros,8327492,2018,1,2.187,False
My Little Pony Equestria Girls: Rollercoaster of Friendship,8717590,2018,3,5.406,True
"Front Runner, The",7074886,2018,2,11.917,False
Wild Rose,5117428,2018,3,12.954,True
Say My Name,7250378,2018,3,3.485,True
Jonathan,5639446,2018,1,8.289,False
Den of thieves,1259528,2018,2,41.354,False
Jane Fonda in Five Acts,7689958,2018,3,6.971,True
Raazi,7098658,2018,3,6.933,True
Deep Murder,6975598,2018,3,5.409,True
Swiped,4867110,2018,2,20.306,False
Black 47,3208026,2018,1,13.039,False
Support the Girls,6859352,2018,3,9.636,True
Sgt. Stubby: An American Hero,5314190,2018,0,15.659,False
Boy Erased,7008872,2018,1,14.037,False
McQueen,6510332,2018,0,10.197,False
Bad Times at the El Royale,6628394,2018,2,23.468,False
Second Act,2126357,2018,1,21.775,False
fifty shade freed,4477536,2018,1,69.679,False
Lords of Chaos,4669296,2018,0,11.292,False
Welcome to Marwen,3289724,2018,2,16.424,False
NIght School,6781982,2018,3,24.672,True
"Chaperone, The",2690226,2018,3,9.274,True
In Fabric,7464188,2018,3,19.449,True
Simmba,7212726,2018,1,3.468,False
"Happytime Murders, The",1308728,2018,3,16.322,True
"Public, The",3294746,2018,3,9.272,True
Saints Rest,5936578,2018,3,5.969,True
Tyler Perry&#39;s Acrimony,6063050,2018,1,20.354,False
Braven,5001754,2018,3,46.105,True
We Have Always Lived in the Castle,5952138,2018,3,10.074,True
Snapshots,5322168,2018,3,5.91,True
Tau,4357394,2018,3,27.028,True
Hjartat,6164698,2018,3,0.762,True
Innan vintern kommer,7791048,2018,0,0.6,False
"Cake General, The",6889032,2018,3,1.207,True
La tribu,6708044,2018,3,9.981,True
Ophelia,5690810,2018,3,10.31,True
"Grinch, The",2709692,2018,3,120.37,True
I am Not an Easy Man / Je ne suis pas un homme facile,6857988,2018,3,15.113,True
Rampant,6927152,2018,1,10.669,False
Banana Split,7755856,2018,3,14.632,True
Capernaum,8267604,2018,3,19.841,True
Gekijo-ban Non Non Biyori: Vacation,7785128,2018,3,12.935,True
Possum,6081670,2018,0,9.089,False
"House That Jack Built, The",4003440,2018,1,20.143,False
"Princess Switch, The",8954732,2018,3,29.673,True
Level 16,4006302,2018,3,17.332,True
"Last Sharknado: It&#39;s About Time, The",8031422,2018,3,28.049,True
In Safe Hands,7543930,2018,1,8.67,False
Tell It to the Bees,7241926,2018,3,11.77,True
Furlough,5291792,2018,3,7.427,True
Delirium,2069797,2018,1,11.947,False
Ask for Jane,6466058,2018,3,3.759,True
Upgrade,6499752,2018,2,28.749,False
Deep Blue Sea 2,7086706,2018,1,20.352,False
Master Z: The Ip Man Legacy,7262882,2018,3,20.485,True
Anon,5397194,2018,0,28.408,False
What Keeps You Alive,7073710,2018,3,8.958,True
Zoe,6010628,2018,3,9.915,True
Mirage,6908274,2018,3,17.681,True
Daphne &amp; Velma,7689052,2018,3,19.209,True
"Strangers: Prey At Night, The",1285009,2018,3,19.989,True
Ast&eacute;rix: Le secret de la potion magique (Asterix: The Secret of the Magic Potion),8001346,2018,2,19.32,False
Wild Nights with Emily,5176580,2018,3,8.387,True
Sherlock Gnomes,2296777,2018,3,23.861,True
Next Gen,7133686,2018,3,26.192,True
I Want to Eat Your Pancreas,7236034,2018,3,54.276,True
Lizzie,5160938,2018,1,11.387,False
Life Itself,5989218,2018,3,12.007,True
"Death of Superman, The",7167658,2018,3,29.67,True
Operation Finale,5208252,2018,1,13.806,False
Where Hands Touch,1235187,2018,3,11.021,True
